query,query_time,rows_examined,joins,has_sum,has_group_by,has_where,tables_count,query_length,cpu_usage,memory_usage
SUM transactions for user_id=9335,0.027527990467445713,18,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=9335,0.023518894244346288,18,2,1,1,1,3,38,0.0,190.52734375
SUM transactions (simulated missing index),0.12948898312527485,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions (simulated missing index),0.13944634854209023,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions (simulated missing index),0.14291578058244805,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions for user_id=9797,0.030095650332905007,14,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=9797,0.023924730022950088,14,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=9797,0.023972413465636652,14,2,1,1,1,3,38,0.0,190.52734375
SUM transactions (simulated missing index),0.10778551529549135,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions (simulated missing index),0.10827759761942281,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions (simulated missing index),0.1054901656041265,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions for user_id=1775,0.021359401383104992,15,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=1775,0.027212849898147533,15,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=1775,0.026657330425279645,15,2,1,1,1,3,38,0.0,190.52734375
SUM transactions (simulated missing index),0.08411530712328134,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions (simulated missing index),0.09449203332873818,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions (simulated missing index),0.10774517696512868,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions (simulated missing index),0.09099462458475946,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions (simulated missing index),0.09978692587398318,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions (simulated missing index),0.08160825817201063,250188,1,1,1,0,2,42,75.0,190.52734375
SUM transactions (simulated missing index),0.07651419327003442,250188,1,1,1,0,2,42,40.0,190.52734375
SUM transactions (simulated missing index),0.08112575105791364,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions (simulated missing index),0.07713368396119238,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions (simulated missing index),0.10515467534226162,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions (simulated missing index),0.1424112671404659,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions (simulated missing index),0.12967103328675114,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions for user_id=1827,0.023717845362550834,11,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=1827,0.0288615486092303,11,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=1827,0.024041834155012185,11,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=6299,0.026410197230540215,25,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=6299,0.024352603910862566,25,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=6299,0.024547910912772548,25,2,1,1,1,3,38,0.0,190.52734375
SUM transactions (simulated missing index),0.10461682615715541,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions (simulated missing index),0.08814278570446848,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions (simulated missing index),0.10348712808400833,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions for user_id=6580,0.025077981552779835,20,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=6580,0.025748485117014983,20,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=6580,0.02391644146115931,20,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=3669,0.025754446736892384,18,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=3669,0.024371208614014806,18,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=3669,0.026081323248850742,18,2,1,1,1,3,38,0.0,190.52734375
SUM transactions (simulated missing index),0.08517776268550693,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions (simulated missing index),0.09464779932705734,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions (simulated missing index),0.07832859058346184,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions for user_id=7405,0.02389474648990998,18,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=7405,0.028424987734910145,18,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=7405,0.028196285108994818,18,2,1,1,1,3,38,0.0,190.52734375
SUM transactions (simulated missing index),0.10883375868452612,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions (simulated missing index),0.0920750735703624,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions (simulated missing index),0.11528419884368621,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions for user_id=223,0.029145945186644918,29,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=223,0.02181772480927438,29,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=223,0.023205797307726258,29,2,1,1,1,3,38,0.0,190.52734375
SUM transactions (simulated missing index),0.11550943615341913,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions (simulated missing index),0.11426488761551681,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions (simulated missing index),0.09944395331015281,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions (simulated missing index),0.0979393910177398,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions (simulated missing index),0.08991029485448263,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions (simulated missing index),0.07398448025917444,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions for user_id=2462,0.022987885332618283,20,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=2462,0.022893706272567857,20,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=2462,0.020007159529641407,20,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=4422,0.04331360107734614,28,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=4422,0.0359247081669438,28,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=4422,0.0426228492508755,28,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=2634,0.02095856978969602,13,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=2634,0.021596802275793386,13,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=2634,0.026222564331103735,13,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=1537,0.021116485742401544,42,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=1537,0.022096468363035023,42,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=1537,0.026306546415796214,42,2,1,1,1,3,38,66.7,190.52734375
SUM transactions (simulated missing index),0.09249425998849327,250188,1,1,1,0,2,42,33.3,190.52734375
SUM transactions (simulated missing index),0.10334643538326238,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions (simulated missing index),0.10415799736041553,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions for user_id=4912,0.022236198353862913,12,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=4912,0.02393086013469603,12,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=4912,0.022002738412011835,12,2,1,1,1,3,38,0.0,190.52734375
SUM transactions (simulated missing index),0.07767826036197437,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions (simulated missing index),0.1057661879198746,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions (simulated missing index),0.09106171362570441,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions for user_id=5731,0.03391974182819223,14,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=5731,0.026050490037734596,14,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=5731,0.031901706418965975,14,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=2806,0.024968308838925788,17,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=2806,0.0220377887574016,17,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=2806,0.02965248252283693,17,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=5165,0.02236544458930153,25,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=5165,0.024872161853718076,25,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=5165,0.022003061970796278,25,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=3780,0.034798588911782405,13,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=3780,0.03502862572256815,13,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=3780,0.027089658996938947,13,2,1,1,1,3,38,0.0,190.52734375
SUM transactions (simulated missing index),0.07965751082704431,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions (simulated missing index),0.10521505418453991,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions (simulated missing index),0.10234772664471901,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions for user_id=7336,0.0401972992717121,20,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=7336,0.03159308835785303,20,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=7336,0.03199840075620981,20,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=2300,0.2080833413087442,14,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=2300,0.22935013924429234,14,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=2300,0.18280331228909338,14,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=1257,0.021781253289603487,31,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=1257,0.03023394931160238,31,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=1257,0.02816764773880839,31,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=1952,0.023350150874257177,49,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=1952,0.02665066681041282,49,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=1952,0.03180497491751107,49,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=9298,0.0246213152510335,18,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=9298,0.027205337890855205,18,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=9298,0.028195534058709625,18,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=8628,0.026159386190080715,6,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=8628,0.022122749896365593,6,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=8628,0.027270115539201896,6,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=2796,0.02796521260729424,11,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=2796,0.03280552450675049,11,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=2796,0.025076897752591393,11,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=9074,0.026179450961993964,8,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=9074,0.02429935135604317,8,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=9074,0.02914882584042037,8,2,1,1,1,3,38,0.0,190.52734375
SUM transactions (simulated missing index),0.08876831703433392,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions (simulated missing index),0.09957995036006087,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions (simulated missing index),0.08232808741286095,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions for user_id=4173,0.029703047921718944,23,2,1,1,1,3,38,100.0,190.52734375
SUM transactions for user_id=4173,0.02694882830102581,23,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=4173,0.0250120098761542,23,2,1,1,1,3,38,0.0,190.52734375
SUM transactions (simulated missing index),0.09491050406035109,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions (simulated missing index),0.10321983613237587,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions (simulated missing index),0.09363861422794266,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions for user_id=3848,0.02343762352510216,26,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=3848,0.02813824732686327,26,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=3848,0.029212281900751806,26,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=9018,0.022426433440347216,25,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=9018,0.02318109576056341,25,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=9018,0.025821655184293604,25,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=3368,0.020326776619177485,20,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=3368,0.025369778150069768,20,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=3368,0.024303792461362172,20,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=9763,0.01938317732625419,32,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=9763,0.02442464676136352,32,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=9763,0.02441774769736002,32,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=1073,0.023096229146317152,14,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=1073,0.022494417301421123,14,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=1073,0.022686353909501956,14,2,1,1,1,3,38,0.0,190.52734375
SUM transactions (simulated missing index),0.09589641072598502,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions (simulated missing index),0.08683017316814728,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions (simulated missing index),0.09984666426240747,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions for user_id=9066,0.024143589278093076,41,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=9066,0.023261115113210735,41,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=9066,0.024521606516237682,41,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=3157,0.02362609865849271,13,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=3157,0.031056335727813304,13,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=3157,0.028396841745816775,13,2,1,1,1,3,38,0.0,190.52734375
SUM transactions (simulated missing index),0.09725073536272703,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions (simulated missing index),0.11185897746756844,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions (simulated missing index),0.10963687215774374,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions (simulated missing index),0.0858374465048468,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions (simulated missing index),0.08905772364791115,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions (simulated missing index),0.07586818291742173,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions (simulated missing index),0.08751782400643808,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions (simulated missing index),0.09350393642785859,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions (simulated missing index),0.08446503001756035,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions for user_id=4468,0.02026350002540956,17,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=4468,0.02417985694058775,17,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=4468,0.024598388572570264,17,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=9613,0.02813803229450102,24,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=9613,0.022932771861577113,24,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=9613,0.024183985896700903,24,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=7427,0.032771774793395846,30,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=7427,0.029803513077987454,30,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=7427,0.029741126530608234,30,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=9943,0.024544113090048066,6,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=9943,0.024733648255870513,6,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=9943,0.030147095789943405,6,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=6757,0.020451492417839515,30,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=6757,0.02030240803604854,30,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=6757,0.024793233930176118,30,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=5034,0.022270410293344752,41,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=5034,0.020687882600623386,41,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=5034,0.02904883480310938,41,2,1,1,1,3,38,100.0,190.52734375
SUM transactions for user_id=2119,0.02293863608056234,33,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=2119,0.02427187286077932,33,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=2119,0.023085063348343128,33,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=4225,0.027927830370646323,13,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=4225,0.028941803009751382,13,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=4225,0.02399636364255,13,2,1,1,1,3,38,0.0,190.52734375
SUM transactions (simulated missing index),0.07509944153719993,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions (simulated missing index),0.08460431712932567,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions (simulated missing index),0.07692968651847149,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions for user_id=7605,0.025849525263863506,35,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=7605,0.0301430448098749,35,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=7605,0.03509083991983385,35,2,1,1,1,3,38,0.0,190.52734375
SUM transactions (simulated missing index),0.09550843653003468,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions (simulated missing index),0.08034318908684573,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions (simulated missing index),0.09982616569144961,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions for user_id=1867,0.019727464597348178,32,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=1867,0.025331205690367103,32,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=1867,0.02378932655781614,32,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=5087,0.024241557802284004,19,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=5087,0.02692144664905058,19,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=5087,0.023333018791876523,19,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=7843,0.02121812175849164,5,2,1,1,1,3,38,0.0,190.52734375
